Concrete,Strand,Rebar,Span_ft,Gir Dep (in),Lat Spac (ft),No. of Gir,bot flange bot part depth (in),bot flange bot part width (in),Number of strand per girder,Harp Pos (ft),Combo,Design_Rank,Family_ID
600.0,1.73,2.82,160.0,60.15748031,6.142857143,7.0,4.470588235,61.17705287,96.0,66.65098039,8.0,3,600.0_1.73_2.82_160.0
600.0,1.73,2.82,160.0,63.43307087,5.375,8.0,5.647058824,40.27440945,88.0,45.54509804,8.0,4,600.0_1.73_2.82_160.0
600.0,1.73,2.82,160.0,71.7480315,7.166666667,6.0,11.35294118,55.52755906,94.0,38.32941176,8.0,5,600.0_1.73_2.82_160.0
405.0,2.23,3.45,160.0,69.73228346,5.375,8.0,7.705882353,42.10275591,76.0,45.36470588,3.0,1,405.0_2.23_3.45_160.0
405.0,2.23,3.45,160.0,71.24409449,7.166666667,6.0,5.176470588,48.21417323,92.0,42.83921569,3.0,2,405.0_2.23_3.45_160.0
405.0,2.23,3.45,160.0,70.74015748,5.375,8.0,6.058823529,37.98897638,78.0,43.92156863,3.0,3,405.0_2.23_3.45_160.0
405.0,2.23,3.45,160.0,65.4488189,6.142857143,7.0,7.117647059,51.77412823,94.0,55.82745098,3.0,4,405.0_2.23_3.45_160.0
405.0,2.23,3.45,160.0,71.24409449,7.166666667,6.0,7.470588235,60.40314961,94.0,37.60784314,3.0,5,405.0_2.23_3.45_160.0
600.0,2.23,3.45,160.0,70.23622047,7.166666667,6.0,6.588235294,49.43307087,94.0,49.51372549,9.0,1,600.0_2.23_3.45_160.0
600.0,2.23,3.45,160.0,72.0,7.166666667,6.0,6.647058824,49.43307087,96.0,50.95686275,9.0,2,600.0_2.23_3.45_160.0
600.0,2.23,3.45,160.0,62.92913386,6.142857143,7.0,4.117647059,65.35613048,96.0,41.75686275,9.0,3,600.0_2.23_3.45_160.0
600.0,2.23,3.45,160.0,66.96062992,5.375,8.0,13.88235294,39.36023622,84.0,61.05882353,9.0,4,600.0_2.23_3.45_160.0
600.0,2.23,3.45,160.0,72.0,7.166666667,6.0,7.235294118,49.43307087,92.0,35.80392157,9.0,5,600.0_2.23_3.45_160.0
405.0,1.26,2.82,160.0,71.24409449,7.166666667,6.0,9.0,51.87086614,94.0,34.0,10.0,1,405.0_1.26_2.82_160.0
405.0,1.26,2.82,160.0,57.63779528,6.142857143,7.0,4.941176471,62.74420697,98.0,77.65490196,10.0,2,405.0_1.26_2.82_160.0
405.0,1.26,2.82,160.0,69.73228346,7.166666667,6.0,6.117647059,70.76377953,96.0,45.90588235,10.0,3,405.0_1.26_2.82_160.0
405.0,1.26,2.82,160.0,64.44094488,5.375,8.0,11.82352941,21.99094488,92.0,61.78039216,10.0,4,405.0_1.26_2.82_160.0
405.0,1.26,2.82,160.0,68.97637795,4.777777778,9.0,7.764705882,35.79947507,72.0,35.80392157,10.0,5,405.0_1.26_2.82_160.0
505.0,1.26,2.82,160.0,65.95275591,7.166666667,6.0,4.0,56.74645669,116.0,43.92156863,16.0,1,505.0_1.26_2.82_160.0
505.0,1.26,2.82,160.0,69.98425197,7.166666667,6.0,5.352941176,50.04251969,94.0,58.35294118,16.0,2,505.0_1.26_2.82_160.0
505.0,1.26,2.82,160.0,60.15748031,6.142857143,7.0,7.941176471,67.44566929,96.0,66.47058824,16.0,3,505.0_1.26_2.82_160.0
505.0,1.26,2.82,160.0,63.18110236,5.375,8.0,7.705882353,37.07480315,88.0,48.25098039,16.0,4,505.0_1.26_2.82_160.0
505.0,1.26,2.82,160.0,70.99212598,7.166666667,6.0,7.470588235,58.57480315,92.0,59.97647059,16.0,5,505.0_1.26_2.82_160.0
600.0,1.26,2.82,160.0,60.66141732,6.142857143,7.0,8.411764706,54.90843645,102.0,57.99215686,22.0,1,600.0_1.26_2.82_160.0
600.0,1.26,2.82,160.0,71.24409449,7.166666667,6.0,7.882352941,48.82362205,94.0,35.2627451,22.0,2,600.0_1.26_2.82_160.0
600.0,1.26,2.82,160.0,70.48818898,7.166666667,6.0,2.470588235,78.07716535,94.0,67.55294118,22.0,3,600.0_1.26_2.82_160.0
600.0,1.26,2.82,160.0,65.19685039,5.375,8.0,8.941176471,41.18858268,88.0,48.97254902,22.0,4,600.0_1.26_2.82_160.0
600.0,1.26,2.82,160.0,72.0,7.166666667,6.0,11.41176471,61.01259843,94.0,43.38039216,22.0,5,600.0_1.26_2.82_160.0
405.0,1.26,3.45,160.0,59.1496063,6.142857143,7.0,3.882352941,56.47559055,102.0,76.57254902,11.0,1,405.0_1.26_3.45_160.0
405.0,1.26,3.45,160.0,72.0,7.166666667,6.0,7.176470588,71.98267717,90.0,45.54509804,11.0,2,405.0_1.26_3.45_160.0
405.0,1.26,3.45,160.0,69.73228346,7.166666667,6.0,8.117647059,50.6519685,94.0,35.62352941,11.0,3,405.0_1.26_3.45_160.0
405.0,1.26,3.45,160.0,64.69291339,5.375,8.0,12.11764706,21.53385827,90.0,60.15686275,11.0,4,405.0_1.26_3.45_160.0
405.0,1.26,3.45,160.0,70.23622047,7.166666667,6.0,7.882352941,71.37322835,92.0,35.62352941,11.0,5,405.0_1.26_3.45_160.0
505.0,1.26,3.45,160.0,68.47244094,5.375,8.0,11.23529412,35.70354331,84.0,48.43137255,17.0,1,505.0_1.26_3.45_160.0
505.0,1.26,3.45,160.0,60.66141732,6.142857143,7.0,3.294117647,70.0575928,98.0,58.53333333,17.0,2,505.0_1.26_3.45_160.0
505.0,1.26,3.45,160.0,69.73228346,5.375,8.0,10.88235294,32.96102362,82.0,69.89803922,17.0,3,505.0_1.26_3.45_160.0
505.0,1.26,3.45,160.0,71.7480315,7.166666667,6.0,9.294117647,48.82362205,92.0,67.19215686,17.0,4,505.0_1.26_3.45_160.0
505.0,1.26,3.45,160.0,71.24409449,7.166666667,6.0,8.411764706,49.43307087,94.0,44.64313725,17.0,5,505.0_1.26_3.45_160.0
600.0,1.26,3.45,160.0,70.48818898,7.166666667,6.0,8.235294118,68.93543307,90.0,40.49411765,23.0,1,600.0_1.26_3.45_160.0
600.0,1.26,3.45,160.0,66.70866142,5.375,8.0,11.11764706,48.04488189,84.0,74.94901961,23.0,2,600.0_1.26_3.45_160.0
600.0,1.26,3.45,160.0,69.73228346,4.777777778,9.0,5.176470588,33.36167979,72.0,43.2,23.0,3,600.0_1.26_3.45_160.0
600.0,1.26,3.45,160.0,62.67716535,6.142857143,7.0,7.647058824,61.17705287,96.0,65.38823529,23.0,4,600.0_1.26_3.45_160.0
600.0,1.26,3.45,160.0,71.24409449,7.166666667,6.0,9.588235294,43.33858268,94.0,34.18039216,23.0,5,600.0_1.26_3.45_160.0
405.0,2.23,2.18,160.0,72.0,7.166666667,6.0,8.823529412,48.82362205,96.0,76.75294118,14.0,1,405.0_2.23_2.18_160.0
405.0,2.23,2.18,160.0,68.22047244,5.375,8.0,14.47058824,57.18661417,80.0,41.03529412,14.0,2,405.0_2.23_2.18_160.0
405.0,2.23,2.18,160.0,71.24409449,7.166666667,6.0,7.529411765,62.84094488,90.0,64.48627451,14.0,3,405.0_2.23_2.18_160.0
405.0,2.23,2.18,160.0,69.73228346,6.142857143,7.0,7.823529412,45.50551181,84.0,39.05098039,14.0,4,405.0_2.23_2.18_160.0
405.0,2.23,2.18,160.0,72.0,7.166666667,6.0,8.823529412,48.82362205,96.0,76.75294118,14.0,5,405.0_2.23_2.18_160.0
505.0,2.23,2.18,160.0,71.49606299,7.166666667,6.0,5.941176471,47.60472441,90.0,34.36078431,20.0,1,505.0_2.23_2.18_160.0
505.0,2.23,2.18,160.0,63.68503937,6.142857143,7.0,4.764705882,43.93835771,96.0,55.28627451,20.0,2,505.0_2.23_2.18_160.0
505.0,2.23,2.18,160.0,69.98425197,7.166666667,6.0,3.176470588,61.01259843,98.0,75.12941176,20.0,3,505.0_2.23_2.18_160.0
505.0,2.23,2.18,160.0,69.48031496,7.166666667,6.0,6.0,52.48031496,94.0,37.24705882,20.0,4,505.0_2.23_2.18_160.0
505.0,2.23,2.18,160.0,70.99212598,5.375,8.0,9.588235294,36.16062992,78.0,43.92156863,20.0,5,505.0_2.23_2.18_160.0
600.0,2.23,2.18,160.0,70.74015748,7.166666667,6.0,8.411764706,52.48031496,96.0,58.35294118,26.0,1,600.0_2.23_2.18_160.0
600.0,2.23,2.18,160.0,70.23622047,7.166666667,6.0,7.941176471,48.82362205,94.0,60.69803922,26.0,2,600.0_2.23_2.18_160.0
600.0,2.23,2.18,160.0,66.70866142,5.375,8.0,8.176470588,37.98897638,82.0,70.98039216,26.0,3,600.0_2.23_2.18_160.0
600.0,2.23,2.18,160.0,68.72440945,7.166666667,6.0,5.117647059,48.21417323,96.0,58.17254902,26.0,4,600.0_2.23_2.18_160.0
600.0,2.23,2.18,160.0,64.18897638,6.142857143,7.0,5.529411765,66.92328459,92.0,34.0,26.0,5,600.0_2.23_2.18_160.0
405.0,1.73,3.45,160.0,69.48031496,6.142857143,7.0,7.529411765,48.63982002,86.0,68.99607843,13.0,1,405.0_1.73_3.45_160.0
405.0,1.73,3.45,160.0,69.98425197,7.166666667,6.0,8.764705882,71.37322835,92.0,35.08235294,13.0,2,405.0_1.73_3.45_160.0
405.0,1.73,3.45,160.0,69.48031496,6.142857143,7.0,7.529411765,48.63982002,86.0,68.99607843,13.0,3,405.0_1.73_3.45_160.0
405.0,1.73,3.45,160.0,64.69291339,5.375,8.0,4.529411765,55.35826772,90.0,44.10196078,13.0,4,405.0_1.73_3.45_160.0
405.0,1.73,3.45,160.0,71.24409449,7.166666667,6.0,13.47058824,39.68188976,92.0,54.20392157,13.0,5,405.0_1.73_3.45_160.0
505.0,1.73,3.45,160.0,70.23622047,7.166666667,6.0,9.529411765,38.46299213,94.0,35.98431373,19.0,1,505.0_1.73_3.45_160.0
505.0,1.73,3.45,160.0,70.48818898,7.166666667,6.0,8.823529412,44.55748031,94.0,47.52941176,19.0,2,505.0_1.73_3.45_160.0
505.0,1.73,3.45,160.0,60.40944882,6.142857143,7.0,3.117647059,52.81889764,96.0,55.28627451,19.0,3,505.0_1.73_3.45_160.0
505.0,1.73,3.45,160.0,66.70866142,5.375,8.0,9.117647059,27.01889764,86.0,76.75294118,19.0,4,505.0_1.73_3.45_160.0
505.0,1.73,3.45,160.0,70.48818898,7.166666667,6.0,8.823529412,44.55748031,94.0,47.52941176,19.0,5,505.0_1.73_3.45_160.0
600.0,1.73,3.45,160.0,60.15748031,6.142857143,7.0,7.529411765,61.17705287,100.0,60.69803922,25.0,1,600.0_1.73_3.45_160.0
600.0,1.73,3.45,160.0,69.73228346,5.375,8.0,1.705882353,49.87322835,82.0,52.76078431,25.0,2,600.0_1.73_3.45_160.0
600.0,1.73,3.45,160.0,71.24409449,7.166666667,6.0,9.352941176,48.82362205,94.0,35.08235294,25.0,3,600.0_1.73_3.45_160.0
600.0,1.73,3.45,160.0,69.73228346,5.375,8.0,1.705882353,49.87322835,82.0,52.76078431,25.0,4,600.0_1.73_3.45_160.0
600.0,1.73,3.45,160.0,66.70866142,4.777777778,9.0,8.941176471,29.29868766,80.0,42.29803922,25.0,5,600.0_1.73_3.45_160.0
405.0,2.23,2.82,160.0,69.98425197,6.142857143,7.0,5.882352941,38.19212598,90.0,58.35294118,15.0,1,405.0_2.23_2.82_160.0
405.0,2.23,2.82,160.0,70.23622047,7.166666667,6.0,8.705882353,59.79370079,92.0,73.68627451,15.0,2,405.0_2.23_2.82_160.0
405.0,2.23,2.82,160.0,69.98425197,6.142857143,7.0,5.882352941,38.19212598,90.0,58.35294118,15.0,3,405.0_2.23_2.82_160.0
405.0,2.23,2.82,160.0,70.23622047,7.166666667,6.0,8.0,60.40314961,92.0,72.24313725,15.0,4,405.0_2.23_2.82_160.0
405.0,2.23,2.82,160.0,63.68503937,5.375,8.0,4.823529412,53.52992126,86.0,78.91764706,15.0,5,405.0_2.23_2.82_160.0
505.0,2.23,2.82,160.0,71.49606299,7.166666667,6.0,8.588235294,64.05984252,90.0,39.05098039,21.0,1,505.0_2.23_2.82_160.0
505.0,2.23,2.82,160.0,67.71653543,6.142857143,7.0,8.705882353,62.74420697,90.0,62.50196078,21.0,2,505.0_2.23_2.82_160.0
505.0,2.23,2.82,160.0,70.74015748,6.142857143,7.0,14.88235294,48.11743532,86.0,79.09803922,21.0,3,505.0_2.23_2.82_160.0
505.0,2.23,2.82,160.0,65.95275591,5.375,8.0,10.70588235,42.55984252,82.0,57.63137255,21.0,4,505.0_2.23_2.82_160.0
505.0,2.23,2.82,160.0,70.99212598,7.166666667,6.0,9.294117647,63.4503937,92.0,38.14901961,21.0,5,505.0_2.23_2.82_160.0
600.0,2.23,2.82,160.0,71.49606299,7.166666667,6.0,8.588235294,48.82362205,92.0,56.90980392,27.0,1,600.0_2.23_2.82_160.0
600.0,2.23,2.82,160.0,72.0,7.166666667,6.0,8.764705882,61.01259843,92.0,48.97254902,27.0,2,600.0_2.23_2.82_160.0
600.0,2.23,2.82,160.0,71.49606299,7.166666667,6.0,8.470588235,67.71653543,94.0,48.07058824,27.0,3,600.0_2.23_2.82_160.0
600.0,2.23,2.82,160.0,62.17322835,6.142857143,7.0,6.705882353,35.58020247,100.0,53.6627451,27.0,4,600.0_2.23_2.82_160.0
600.0,2.23,2.82,160.0,67.71653543,5.375,8.0,3.823529412,43.01692913,82.0,70.25882353,27.0,5,600.0_2.23_2.82_160.0
405.0,1.26,2.18,180.0,72.0,5.375,8.0,8.705882353,37.98897638,112.0,45.41960784,1.0,1,405.0_1.26_2.18_180.0
405.0,1.26,2.18,180.0,68.22047244,3.909090909,11.0,8.352941176,30.62018611,92.0,70.45490196,1.0,2,405.0_1.26_2.18_180.0
405.0,1.26,2.18,180.0,69.48031496,4.777777778,9.0,11.58823529,54.89553806,114.0,78.8,1.0,3,405.0_1.26_2.18_180.0
405.0,1.26,2.18,180.0,70.48818898,3.583333333,12.0,8.588235294,36.90551181,74.0,52.88627451,1.0,4,405.0_1.26_2.18_180.0
405.0,1.26,2.18,180.0,71.24409449,4.3,10.0,7.588235294,43.55527559,98.0,75.28627451,1.0,5,405.0_1.26_2.18_180.0
505.0,1.26,2.18,180.0,71.24409449,5.375,8.0,7.588235294,41.18858268,114.0,55.96078431,4.0,1,505.0_1.26_2.18_180.0
505.0,1.26,2.18,180.0,68.22047244,3.909090909,11.0,8.823529412,30.62018611,92.0,67.16078431,4.0,2,505.0_1.26_2.18_180.0
505.0,1.26,2.18,180.0,69.73228346,4.777777778,9.0,9.941176471,48.80104987,110.0,53.98431373,4.0,3,505.0_1.26_2.18_180.0
505.0,1.26,2.18,180.0,72.0,3.583333333,12.0,8.764705882,24.41181102,74.0,34.43921569,4.0,4,505.0_1.26_2.18_180.0
505.0,1.26,2.18,180.0,71.24409449,5.375,8.0,7.529411765,41.64566929,114.0,83.41176471,4.0,5,505.0_1.26_2.18_180.0
600.0,1.26,2.18,180.0,72.0,4.777777778,9.0,8.588235294,43.5191601,104.0,47.61568627,7.0,1,600.0_1.26_2.18_180.0
600.0,1.26,2.18,180.0,70.99212598,4.777777778,9.0,6.529411765,47.17585302,104.0,69.35686275,7.0,2,600.0_1.26_2.18_180.0
600.0,1.26,2.18,180.0,69.22834646,4.3,10.0,7.117647059,40.99559055,100.0,50.47058824,7.0,3,600.0_1.26_2.18_180.0
600.0,1.26,2.18,180.0,66.70866142,3.909090909,11.0,6.529411765,37.60114531,96.0,81.8745098,7.0,4,600.0_1.26_2.18_180.0
600.0,1.26,2.18,180.0,67.96850394,3.583333333,12.0,7.176470588,33.55354331,86.0,73.52941176,7.0,5,600.0_1.26_2.18_180.0
405.0,1.73,2.82,180.0,72.0,5.375,8.0,6.882352941,37.98897638,96.0,45.41960784,2.0,1,405.0_1.73_2.82_180.0
405.0,1.73,2.82,180.0,72.0,5.375,8.0,6.941176471,37.07480315,94.0,72.43137255,2.0,2,405.0_1.73_2.82_180.0
405.0,1.73,2.82,180.0,72.0,5.375,8.0,6.529411765,44.38818898,108.0,71.77254902,2.0,3,405.0_1.73_2.82_180.0
405.0,1.73,2.82,180.0,72.0,5.375,8.0,6.529411765,44.38818898,108.0,71.77254902,2.0,4,405.0_1.73_2.82_180.0
405.0,1.73,2.82,180.0,72.0,5.375,8.0,6.529411765,44.38818898,108.0,71.77254902,2.0,5,405.0_1.73_2.82_180.0
505.0,1.73,2.82,180.0,72.0,4.777777778,9.0,8.588235294,47.58215223,88.0,74.84705882,5.0,1,505.0_1.73_2.82_180.0
505.0,1.73,2.82,180.0,71.49606299,5.375,8.0,7.823529412,52.61574803,96.0,63.64705882,5.0,2,505.0_1.73_2.82_180.0
505.0,1.73,2.82,180.0,71.49606299,4.777777778,9.0,7.823529412,46.36325459,88.0,65.40392157,5.0,3,505.0_1.73_2.82_180.0
505.0,1.73,2.82,180.0,71.7480315,3.909090909,11.0,7.647058824,36.60386543,76.0,63.20784314,5.0,4,505.0_1.73_2.82_180.0
505.0,1.73,2.82,180.0,72.0,4.777777778,9.0,8.588235294,47.58215223,88.0,74.84705882,5.0,5,505.0_1.73_2.82_180.0
600.0,1.73,2.82,180.0,71.7480315,3.909090909,11.0,7.823529412,37.93357194,78.0,34.65882353,8.0,1,600.0_1.73_2.82_180.0
600.0,1.73,2.82,180.0,68.72440945,4.3,10.0,5.235294118,48.67464567,106.0,49.15294118,8.0,2,600.0_1.73_2.82_180.0
600.0,1.73,2.82,180.0,67.21259843,4.777777778,9.0,8.529411765,43.5191601,122.0,80.3372549,8.0,3,600.0_1.73_2.82_180.0
600.0,1.73,2.82,180.0,72.0,3.909090909,11.0,9.294117647,29.2904796,88.0,85.82745098,8.0,4,600.0_1.73_2.82_180.0
600.0,1.73,2.82,180.0,70.23622047,3.583333333,12.0,9.235294118,24.10708661,84.0,88.02352941,8.0,5,600.0_1.73_2.82_180.0
405.0,2.23,3.45,180.0,70.48818898,5.375,8.0,8.823529412,38.90314961,116.0,54.64313725,3.0,1,405.0_2.23_3.45_180.0
405.0,2.23,3.45,180.0,69.73228346,3.909090909,11.0,8.764705882,27.62834646,88.0,77.70196078,3.0,2,405.0_2.23_3.45_180.0
405.0,2.23,3.45,180.0,68.97637795,4.777777778,9.0,6.823529412,43.92545932,110.0,50.03137255,3.0,3,405.0_2.23_3.45_180.0
405.0,2.23,3.45,180.0,71.24409449,4.3,10.0,9.176470588,30.02551181,98.0,40.36862745,3.0,4,405.0_2.23_3.45_180.0
405.0,2.23,3.45,180.0,72.0,3.583333333,12.0,8.647058824,23.8023622,74.0,35.09803922,3.0,5,405.0_2.23_3.45_180.0
505.0,2.23,3.45,180.0,69.73228346,4.3,10.0,6.352941176,38.8015748,106.0,50.47058824,6.0,1,505.0_2.23_3.45_180.0
505.0,2.23,3.45,180.0,67.46456693,4.777777778,9.0,7.117647059,50.01994751,118.0,44.54117647,6.0,2,505.0_2.23_3.45_180.0
505.0,2.23,3.45,180.0,72.0,3.307692308,13.0,6.941176471,31.81635373,68.0,85.60784314,6.0,3,505.0_2.23_3.45_180.0
505.0,2.23,3.45,180.0,70.99212598,3.909090909,11.0,7.705882353,40.26055834,76.0,64.74509804,6.0,4,505.0_2.23_3.45_180.0
505.0,2.23,3.45,180.0,68.47244094,3.583333333,12.0,6.941176471,33.85826772,72.0,36.19607843,6.0,5,505.0_2.23_3.45_180.0
600.0,2.23,3.45,180.0,71.24409449,5.375,8.0,9.176470588,43.01692913,118.0,50.90980392,9.0,1,600.0_2.23_3.45_180.0
600.0,2.23,3.45,180.0,71.7480315,5.375,8.0,7.882352941,41.18858268,98.0,77.70196078,9.0,2,600.0_2.23_3.45_180.0
600.0,2.23,3.45,180.0,71.24409449,5.375,8.0,9.176470588,43.01692913,118.0,50.90980392,9.0,3,600.0_2.23_3.45_180.0
600.0,2.23,3.45,180.0,70.99212598,5.375,8.0,7.588235294,41.18858268,96.0,64.30588235,9.0,4,600.0_2.23_3.45_180.0
600.0,2.23,3.45,180.0,72.0,5.375,8.0,9.411764706,40.73149606,110.0,76.82352941,9.0,5,600.0_2.23_3.45_180.0
405.0,1.26,2.82,180.0,72.0,4.777777778,9.0,6.352941176,52.86404199,88.0,75.28627451,10.0,1,405.0_1.26_2.82_180.0
405.0,1.26,2.82,180.0,70.99212598,5.375,8.0,8.235294118,43.01692913,114.0,68.25882353,10.0,2,405.0_1.26_2.82_180.0
405.0,1.26,2.82,180.0,70.48818898,3.909090909,11.0,9.117647059,26.9634932,88.0,76.38431373,10.0,3,405.0_1.26_2.82_180.0
405.0,1.26,2.82,180.0,70.99212598,5.375,8.0,8.235294118,43.01692913,114.0,68.25882353,10.0,4,405.0_1.26_2.82_180.0
405.0,1.26,2.82,180.0,69.48031496,5.375,8.0,8.294117647,41.64566929,118.0,82.09411765,10.0,5,405.0_1.26_2.82_180.0
505.0,1.26,2.82,180.0,72.0,4.777777778,9.0,8.647058824,44.73805774,88.0,76.38431373,16.0,1,505.0_1.26_2.82_180.0
505.0,1.26,2.82,180.0,68.97637795,3.909090909,11.0,8.588235294,30.28775948,88.0,65.84313725,16.0,2,505.0_1.26_2.82_180.0
505.0,1.26,2.82,180.0,71.7480315,4.777777778,9.0,9.235294118,44.73805774,106.0,88.02352941,16.0,3,505.0_1.26_2.82_180.0
505.0,1.26,2.82,180.0,70.23622047,3.583333333,12.0,9.529411765,23.8023622,82.0,84.72941176,16.0,4,505.0_1.26_2.82_180.0
505.0,1.26,2.82,180.0,70.99212598,4.3,10.0,8.647058824,31.85385827,100.0,59.69411765,16.0,5,505.0_1.26_2.82_180.0
600.0,1.26,2.82,180.0,71.49606299,4.777777778,9.0,7.588235294,39.04986877,106.0,87.36470588,22.0,1,600.0_1.26_2.82_180.0
600.0,1.26,2.82,180.0,71.7480315,4.777777778,9.0,7.588235294,37.42467192,108.0,71.11372549,22.0,2,600.0_1.26_2.82_180.0
600.0,1.26,2.82,180.0,71.24409449,5.375,8.0,7.529411765,41.64566929,114.0,71.55294118,22.0,3,600.0_1.26_2.82_180.0
600.0,1.26,2.82,180.0,68.47244094,3.583333333,12.0,7.411764706,34.16299213,72.0,53.10588235,22.0,4,600.0_1.26_2.82_180.0
600.0,1.26,2.82,180.0,69.98425197,3.909090909,11.0,7.882352941,27.96077309,92.0,38.83137255,22.0,5,600.0_1.26_2.82_180.0
405.0,1.26,3.45,180.0,72.0,5.375,8.0,8.764705882,37.98897638,114.0,65.40392157,11.0,1,405.0_1.26_3.45_180.0
405.0,1.26,3.45,180.0,68.22047244,4.777777778,9.0,6.941176471,53.27034121,116.0,85.38823529,11.0,2,405.0_1.26_3.45_180.0
405.0,1.26,3.45,180.0,69.98425197,3.909090909,11.0,8.823529412,26.29863994,76.0,46.95686275,11.0,3,405.0_1.26_3.45_180.0
405.0,1.26,3.45,180.0,71.49606299,3.583333333,12.0,8.470588235,35.07716535,74.0,34.21960784,11.0,4,405.0_1.26_3.45_180.0
405.0,1.26,3.45,180.0,71.7480315,4.3,10.0,9.058823529,31.12251969,98.0,73.96862745,11.0,5,405.0_1.26_3.45_180.0
505.0,1.26,3.45,180.0,67.21259843,4.777777778,9.0,6.176470588,48.80104987,116.0,63.86666667,17.0,1,505.0_1.26_3.45_180.0
505.0,1.26,3.45,180.0,71.49606299,5.375,8.0,7.647058824,40.27440945,114.0,70.6745098,17.0,2,505.0_1.26_3.45_180.0
505.0,1.26,3.45,180.0,70.48818898,3.909090909,11.0,6.882352941,41.59026485,76.0,34.0,17.0,3,505.0_1.26_3.45_180.0
505.0,1.26,3.45,180.0,70.48818898,3.909090909,11.0,6.882352941,41.59026485,76.0,34.0,17.0,4,505.0_1.26_3.45_180.0
505.0,1.26,3.45,180.0,70.99212598,4.3,10.0,7.882352941,31.85385827,100.0,52.22745098,17.0,5,505.0_1.26_3.45_180.0
600.0,1.26,3.45,180.0,71.7480315,5.375,8.0,5.823529412,50.78740157,94.0,84.07058824,23.0,1,600.0_1.26_3.45_180.0
600.0,1.26,3.45,180.0,71.7480315,4.777777778,9.0,7.588235294,37.42467192,108.0,71.11372549,23.0,2,600.0_1.26_3.45_180.0
600.0,1.26,3.45,180.0,71.24409449,5.375,8.0,7.529411765,41.64566929,114.0,71.55294118,23.0,3,600.0_1.26_3.45_180.0
600.0,1.26,3.45,180.0,68.47244094,3.583333333,12.0,7.411764706,34.16299213,72.0,53.10588235,23.0,4,600.0_1.26_3.45_180.0
600.0,1.26,3.45,180.0,71.7480315,5.375,8.0,5.823529412,50.78740157,94.0,84.07058824,23.0,5,600.0_1.26_3.45_180.0
405.0,2.23,2.18,180.0,69.73228346,3.909090909,11.0,8.235294118,31.617466,88.0,71.55294118,14.0,1,405.0_2.23_2.18_180.0
405.0,2.23,2.18,180.0,70.48818898,5.375,8.0,7.588235294,44.84527559,114.0,74.62745098,14.0,2,405.0_2.23_2.18_180.0
405.0,2.23,2.18,180.0,68.72440945,4.777777778,9.0,8.058823529,37.42467192,112.0,88.68235294,14.0,3,405.0_2.23_2.18_180.0
405.0,2.23,2.18,180.0,71.24409449,3.583333333,12.0,7.705882353,29.89685039,74.0,53.10588235,14.0,4,405.0_2.23_2.18_180.0
405.0,2.23,2.18,180.0,72.0,4.777777778,9.0,5.764705882,56.92703412,90.0,61.01176471,14.0,5,405.0_2.23_2.18_180.0
505.0,2.23,2.18,180.0,72.0,3.583333333,12.0,8.294117647,23.8023622,74.0,59.69411765,20.0,1,505.0_2.23_2.18_180.0
505.0,2.23,2.18,180.0,71.7480315,3.909090909,11.0,10.17647059,38.5984252,76.0,39.49019608,20.0,2,505.0_2.23_2.18_180.0
505.0,2.23,2.18,180.0,69.48031496,4.777777778,9.0,8.705882353,47.98845144,112.0,85.16862745,20.0,3,505.0_2.23_2.18_180.0
505.0,2.23,2.18,180.0,72.0,3.583333333,12.0,8.294117647,23.8023622,74.0,59.69411765,20.0,4,505.0_2.23_2.18_180.0
505.0,2.23,2.18,180.0,72.0,3.909090909,11.0,6.176470588,43.252398,78.0,56.4,20.0,5,505.0_2.23_2.18_180.0
600.0,2.23,2.18,180.0,71.24409449,3.909090909,11.0,8.588235294,28.62562634,76.0,85.38823529,26.0,1,600.0_2.23_2.18_180.0
600.0,2.23,2.18,180.0,68.22047244,4.777777778,9.0,6.941176471,43.92545932,114.0,52.44705882,26.0,2,600.0_2.23_2.18_180.0
600.0,2.23,2.18,180.0,69.48031496,3.583333333,12.0,7.235294118,35.38188976,72.0,57.49803922,26.0,3,600.0_2.23_2.18_180.0
600.0,2.23,2.18,180.0,70.74015748,4.3,10.0,9.176470588,32.21952756,100.0,46.95686275,26.0,4,600.0_2.23_2.18_180.0
600.0,2.23,2.18,180.0,72.0,3.307692308,13.0,8.352941176,24.22168383,70.0,74.40784314,26.0,5,600.0_2.23_2.18_180.0
405.0,1.73,3.45,180.0,67.96850394,4.777777778,9.0,6.176470588,44.73805774,118.0,62.76862745,13.0,1,405.0_1.73_3.45_180.0
405.0,1.73,3.45,180.0,70.99212598,3.909090909,11.0,5.0,41.59026485,76.0,37.73333333,13.0,2,405.0_1.73_3.45_180.0
405.0,1.73,3.45,180.0,69.48031496,3.583333333,12.0,6.411764706,35.07716535,80.0,41.68627451,13.0,3,405.0_1.73_3.45_180.0
405.0,1.73,3.45,180.0,70.48818898,4.3,10.0,7.588235294,37.70456693,102.0,80.55686275,13.0,4,405.0_1.73_3.45_180.0
405.0,1.73,3.45,180.0,72.0,3.307692308,13.0,6.882352941,32.94149001,70.0,35.09803922,13.0,5,405.0_1.73_3.45_180.0
505.0,1.73,3.45,180.0,72.0,4.777777778,9.0,7.823529412,40.2687664,102.0,40.58823529,19.0,1,505.0_1.73_3.45_180.0
505.0,1.73,3.45,180.0,71.7480315,5.375,8.0,6.941176471,43.93110236,108.0,39.70980392,19.0,2,505.0_1.73_3.45_180.0
